trajectory_id,task_id,task_code,task_name,label,outer_role,inner_role,source_type,source_dataset,source_trajectory_id,origin_sequence_id,historical_source_trajectory_id,environment_seed,source_relative_path,num_replan_steps,common_length
v1completed_external_L4_libero10_v2_selected_482,1,L4,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,0,TRAIN,INNER_TRAIN,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_482,libero10_task09_rollout032,,202617282,fully_instrumented_libero10_v1/tasks/task_09/rollout_032,134,122
v1completed_external_L4_libero10_v2_selected_485,1,L4,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,1,SEEN_EVAL,,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_485,libero10_task09_rollout035,,202617285,fully_instrumented_libero10_v1/tasks/task_09/rollout_035,260,122
v1completed_external_L4_libero10_v2_selected_487,1,L4,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,0,SEEN_EVAL,,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_487,libero10_task09_rollout037,,202617287,fully_instrumented_libero10_v1/tasks/task_09/rollout_037,140,122
v1completed_external_L4_libero10_v2_selected_488,1,L4,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,0,TRAIN,INTERNAL_VALIDATION,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_488,libero10_task09_rollout038,,202617288,fully_instrumented_libero10_v1/tasks/task_09/rollout_038,141,122
v1completed_external_L4_libero10_v2_selected_489,1,L4,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,0,TRAIN,INNER_TRAIN,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_489,libero10_task09_rollout039,,202617289,fully_instrumented_libero10_v1/tasks/task_09/rollout_039,196,122
v1completed_external_L4_libero10_v2_selected_490,1,L4,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,1,SEEN_EVAL,,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_490,libero10_task09_rollout040,,202617290,fully_instrumented_libero10_v1/tasks/task_09/rollout_040,260,122
v1completed_external_L4_libero10_v2_selected_492,1,L4,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,1,TRAIN,INNER_TRAIN,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_492,libero10_task09_rollout042,,202617292,fully_instrumented_libero10_v1/tasks/task_09/rollout_042,260,122
v1completed_external_L4_libero10_v2_selected_494,1,L4,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,0,SEEN_EVAL,,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_494,libero10_task09_rollout044,,202617294,fully_instrumented_libero10_v1/tasks/task_09/rollout_044,211,122
v1completed_external_L4_libero10_v2_selected_495,1,L4,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,0,TRAIN,INNER_TRAIN,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_495,libero10_task09_rollout045,,202617295,fully_instrumented_libero10_v1/tasks/task_09/rollout_045,150,122
v1completed_external_L4_libero10_v2_selected_496,1,L4,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,0,TRAIN,INNER_TRAIN,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_496,libero10_task09_rollout046,,202617296,fully_instrumented_libero10_v1/tasks/task_09/rollout_046,122,122
v1completed_external_L4_libero10_v2_selected_497,1,L4,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,0,TRAIN,INTERNAL_VALIDATION,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_497,libero10_task09_rollout047,,202617297,fully_instrumented_libero10_v1/tasks/task_09/rollout_047,145,122
v1completed_external_L4_libero10_v2_selected_498,1,L4,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,0,TRAIN,INNER_TRAIN,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_498,libero10_task09_rollout048,,202617298,fully_instrumented_libero10_v1/tasks/task_09/rollout_048,158,122
v1completed_external_L4_libero10_v2_selected_499,1,L4,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,1,TRAIN,INNER_TRAIN,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_499,libero10_task09_rollout049,,202617299,fully_instrumented_libero10_v1/tasks/task_09/rollout_049,260,122
v1completed_L5_replay_004,2,L5,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,1,TRAIN,INNER_TRAIN,v1_replay,V1补齐版本,v1completed_L5_replay_004,v1completed_L5_replay_004,L5-test-rep04-init01,608160401,V1补齐版本/generated_v1_assets/L5/v1completed_L5_replay_004,260,105
v1completed_L5_replay_009,2,L5,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,1,SEEN_EVAL,,v1_replay,V1补齐版本,v1completed_L5_replay_009,v1completed_L5_replay_009,L5-train-rep00-init05,608160005,V1补齐版本/generated_v1_assets/L5/v1completed_L5_replay_009,260,105
v1completed_L5_replay_014,2,L5,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,1,SEEN_EVAL,,v1_replay,V1补齐版本,v1completed_L5_replay_014,v1completed_L5_replay_014,L5-validation-rep02-init02,608160202,V1补齐版本/generated_v1_assets/L5/v1completed_L5_replay_014,260,105
v1completed_L5_replay_019,2,L5,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,1,TRAIN,INNER_TRAIN,v1_replay,V1补齐版本,v1completed_L5_replay_019,v1completed_L5_replay_019,ood-robot-L5-0459,608150042,V1补齐版本/generated_v1_assets/L5/v1completed_L5_replay_019,260,105
v1completed_L5_replay_024,2,L5,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,1,TRAIN,INNER_TRAIN,v1_replay,V1补齐版本,v1completed_L5_replay_024,v1completed_L5_replay_024,ood-robot-L5-0477,608150057,V1补齐版本/generated_v1_assets/L5/v1completed_L5_replay_024,260,105
v1completed_L5_replay_027,2,L5,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,1,SEEN_EVAL,,v1_replay,V1补齐版本,v1completed_L5_replay_027,v1completed_L5_replay_027,ood-robot-L5-0487,608150049,V1补齐版本/generated_v1_assets/L5/v1completed_L5_replay_027,260,105
v1completed_L5_replay_028,2,L5,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,1,TRAIN,INNER_TRAIN,v1_replay,V1补齐版本,v1completed_L5_replay_028,v1completed_L5_replay_028,stage3b-robot-L5-0467,608152001,V1补齐版本/generated_v1_assets/L5/v1completed_L5_replay_028,260,105
v1completed_L5_replay_031,2,L5,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,1,SEEN_EVAL,,v1_replay,V1补齐版本,v1completed_L5_replay_031,v1completed_L5_replay_031,stage3b-robot-L5-0476,608152006,V1补齐版本/generated_v1_assets/L5/v1completed_L5_replay_031,260,105
v1completed_L5_replay_033,2,L5,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,1,TRAIN,INNER_TRAIN,v1_replay,V1补齐版本,v1completed_L5_replay_033,v1completed_L5_replay_033,stage3b-robot-L5-0481,608152017,V1补齐版本/generated_v1_assets/L5/v1completed_L5_replay_033,260,105
v1completed_L5_replay_036,2,L5,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,1,TRAIN,INTERNAL_VALIDATION,v1_replay,V1补齐版本,v1completed_L5_replay_036,v1completed_L5_replay_036,stage3b-robot-L5-0485,608152004,V1补齐版本/generated_v1_assets/L5/v1completed_L5_replay_036,260,105
v1completed_L5_replay_040,2,L5,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,1,SEEN_EVAL,,v1_replay,V1补齐版本,v1completed_L5_replay_040,v1completed_L5_replay_040,stage3b-robot-L5-0491,608152016,V1补齐版本/generated_v1_assets/L5/v1completed_L5_replay_040,260,105
v1completed_external_L5_libero10_v2_selected_201,2,L5,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,0,SEEN_EVAL,,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_201,libero10_task04_rollout001,,202612251,fully_instrumented_libero10_v1/tasks/task_04/rollout_001,105,105
v1completed_external_L5_libero10_v2_selected_203,2,L5,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,1,TRAIN,INNER_TRAIN,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_203,libero10_task04_rollout003,,202612253,fully_instrumented_libero10_v1/tasks/task_04/rollout_003,260,105
v1completed_external_L5_libero10_v2_selected_204,2,L5,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,0,TRAIN,INNER_TRAIN,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_204,libero10_task04_rollout004,,202612254,fully_instrumented_libero10_v1/tasks/task_04/rollout_004,130,105
v1completed_external_L5_libero10_v2_selected_205,2,L5,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,1,TRAIN,INTERNAL_VALIDATION,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_205,libero10_task04_rollout005,,202612255,fully_instrumented_libero10_v1/tasks/task_04/rollout_005,260,105
v1completed_external_L5_libero10_v2_selected_206,2,L5,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,1,SEEN_EVAL,,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_206,libero10_task04_rollout006,,202612256,fully_instrumented_libero10_v1/tasks/task_04/rollout_006,260,105
v1completed_external_L5_libero10_v2_selected_207,2,L5,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,0,TRAIN,INNER_TRAIN,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_207,libero10_task04_rollout007,,202612257,fully_instrumented_libero10_v1/tasks/task_04/rollout_007,160,105
v1completed_external_L5_libero10_v2_selected_208,2,L5,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,0,SEEN_EVAL,,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_208,libero10_task04_rollout008,,202612258,fully_instrumented_libero10_v1/tasks/task_04/rollout_008,116,105
v1completed_external_L5_libero10_v2_selected_210,2,L5,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,1,TRAIN,INNER_TRAIN,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_210,libero10_task04_rollout010,,202612260,fully_instrumented_libero10_v1/tasks/task_04/rollout_010,260,105
v1completed_external_L5_libero10_v2_selected_211,2,L5,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,0,TRAIN,INTERNAL_VALIDATION,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_211,libero10_task04_rollout011,,202612261,fully_instrumented_libero10_v1/tasks/task_04/rollout_011,243,105
v1completed_external_L5_libero10_v2_selected_213,2,L5,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,0,TRAIN,INNER_TRAIN,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_213,libero10_task04_rollout013,,202612263,fully_instrumented_libero10_v1/tasks/task_04/rollout_013,121,105
v1completed_external_L5_libero10_v2_selected_214,2,L5,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,0,SEEN_EVAL,,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_214,libero10_task04_rollout014,,202612264,fully_instrumented_libero10_v1/tasks/task_04/rollout_014,174,105
v1completed_external_L5_libero10_v2_selected_217,2,L5,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,1,SEEN_EVAL,,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_217,libero10_task04_rollout017,,202612267,fully_instrumented_libero10_v1/tasks/task_04/rollout_017,260,105
v1completed_external_L5_libero10_v2_selected_218,2,L5,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,0,SEEN_EVAL,,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_218,libero10_task04_rollout018,,202612268,fully_instrumented_libero10_v1/tasks/task_04/rollout_018,186,105
v1completed_external_L5_libero10_v2_selected_220,2,L5,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,0,SEEN_EVAL,,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_220,libero10_task04_rollout020,,202612270,fully_instrumented_libero10_v1/tasks/task_04/rollout_020,128,105
v1completed_external_L5_libero10_v2_selected_221,2,L5,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,0,TRAIN,INNER_TRAIN,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_221,libero10_task04_rollout021,,202612271,fully_instrumented_libero10_v1/tasks/task_04/rollout_021,128,105
v1completed_external_L5_libero10_v2_selected_222,2,L5,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,1,TRAIN,INNER_TRAIN,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_222,libero10_task04_rollout022,,202612272,fully_instrumented_libero10_v1/tasks/task_04/rollout_022,260,105
v1completed_external_L5_libero10_v2_selected_223,2,L5,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,1,TRAIN,INTERNAL_VALIDATION,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_223,libero10_task04_rollout023,,202612273,fully_instrumented_libero10_v1/tasks/task_04/rollout_023,260,105
v1completed_external_L5_libero10_v2_selected_224,2,L5,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,0,SEEN_EVAL,,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_224,libero10_task04_rollout024,,202612274,fully_instrumented_libero10_v1/tasks/task_04/rollout_024,213,105
v1completed_external_L5_libero10_v2_selected_225,2,L5,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,0,TRAIN,INNER_TRAIN,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_225,libero10_task04_rollout025,,202612275,fully_instrumented_libero10_v1/tasks/task_04/rollout_025,144,105
v1completed_external_L5_libero10_v2_selected_226,2,L5,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,0,SEEN_EVAL,,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_226,libero10_task04_rollout026,,202612276,fully_instrumented_libero10_v1/tasks/task_04/rollout_026,140,105
v1completed_external_L5_libero10_v2_selected_227,2,L5,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,0,TRAIN,INNER_TRAIN,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_227,libero10_task04_rollout027,,202612277,fully_instrumented_libero10_v1/tasks/task_04/rollout_027,124,105
v1completed_external_L5_libero10_v2_selected_228,2,L5,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,0,TRAIN,INNER_TRAIN,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_228,libero10_task04_rollout028,,202612278,fully_instrumented_libero10_v1/tasks/task_04/rollout_028,144,105
v1completed_external_L5_libero10_v2_selected_229,2,L5,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,0,SEEN_EVAL,,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_229,libero10_task04_rollout029,,202612279,fully_instrumented_libero10_v1/tasks/task_04/rollout_029,127,105
v1completed_external_L5_libero10_v2_selected_230,2,L5,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,0,SEEN_EVAL,,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_230,libero10_task04_rollout030,,202612280,fully_instrumented_libero10_v1/tasks/task_04/rollout_030,129,105
v1completed_external_L5_libero10_v2_selected_232,2,L5,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,0,TRAIN,INNER_TRAIN,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_232,libero10_task04_rollout032,,202612282,fully_instrumented_libero10_v1/tasks/task_04/rollout_032,155,105
v1completed_external_L5_libero10_v2_selected_234,2,L5,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,0,TRAIN,INTERNAL_VALIDATION,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_234,libero10_task04_rollout034,,202612284,fully_instrumented_libero10_v1/tasks/task_04/rollout_034,165,105
v1completed_external_L5_libero10_v2_selected_236,2,L5,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,1,TRAIN,INNER_TRAIN,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_236,libero10_task04_rollout036,,202612286,fully_instrumented_libero10_v1/tasks/task_04/rollout_036,260,105
v1completed_external_L5_libero10_v2_selected_237,2,L5,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,0,TRAIN,INNER_TRAIN,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_237,libero10_task04_rollout037,,202612287,fully_instrumented_libero10_v1/tasks/task_04/rollout_037,133,105
v1completed_external_L5_libero10_v2_selected_238,2,L5,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,1,TRAIN,INNER_TRAIN,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_238,libero10_task04_rollout038,,202612288,fully_instrumented_libero10_v1/tasks/task_04/rollout_038,260,105
v1completed_external_L5_libero10_v2_selected_239,2,L5,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,0,TRAIN,INNER_TRAIN,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_239,libero10_task04_rollout039,,202612289,fully_instrumented_libero10_v1/tasks/task_04/rollout_039,148,105
v1completed_external_L5_libero10_v2_selected_240,2,L5,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,1,SEEN_EVAL,,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_240,libero10_task04_rollout040,,202612290,fully_instrumented_libero10_v1/tasks/task_04/rollout_040,260,105
v1completed_external_L5_libero10_v2_selected_241,2,L5,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,1,SEEN_EVAL,,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_241,libero10_task04_rollout041,,202612291,fully_instrumented_libero10_v1/tasks/task_04/rollout_041,260,105
v1completed_external_L5_libero10_v2_selected_242,2,L5,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,1,TRAIN,INNER_TRAIN,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_242,libero10_task04_rollout042,,202612292,fully_instrumented_libero10_v1/tasks/task_04/rollout_042,260,105
v1completed_external_L5_libero10_v2_selected_243,2,L5,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,0,TRAIN,INTERNAL_VALIDATION,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_243,libero10_task04_rollout043,,202612293,fully_instrumented_libero10_v1/tasks/task_04/rollout_043,145,105
v1completed_external_L5_libero10_v2_selected_244,2,L5,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,0,SEEN_EVAL,,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_244,libero10_task04_rollout044,,202612294,fully_instrumented_libero10_v1/tasks/task_04/rollout_044,126,105
v1completed_external_L5_libero10_v2_selected_245,2,L5,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,0,TRAIN,INNER_TRAIN,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_245,libero10_task04_rollout045,,202612295,fully_instrumented_libero10_v1/tasks/task_04/rollout_045,149,105
v1completed_external_L5_libero10_v2_selected_247,2,L5,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,0,TRAIN,INNER_TRAIN,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_247,libero10_task04_rollout047,,202612297,fully_instrumented_libero10_v1/tasks/task_04/rollout_047,239,105
v1completed_external_L5_libero10_v2_selected_248,2,L5,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,1,TRAIN,INNER_TRAIN,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_248,libero10_task04_rollout048,,202612298,fully_instrumented_libero10_v1/tasks/task_04/rollout_048,260,105
v1completed_external_L5_libero10_v2_selected_249,2,L5,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,1,SEEN_EVAL,,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_249,libero10_task04_rollout049,,202612299,fully_instrumented_libero10_v1/tasks/task_04/rollout_049,260,105
v1completed_L6_replay_000,3,L6,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,TRAIN,INTERNAL_VALIDATION,v1_replay,V1补齐版本,v1completed_L6_replay_000,v1completed_L6_replay_000,stage4b-seen-L6-0390,608160035,V1补齐版本/generated_v1_assets/L6/v1completed_L6_replay_000,260,120
v1completed_L6_replay_001,3,L6,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,SEEN_EVAL,,v1_replay,V1补齐版本,v1completed_L6_replay_001,v1completed_L6_replay_001,stage4b-seen-L6-0394,608160039,V1补齐版本/generated_v1_assets/L6/v1completed_L6_replay_001,260,120
v1completed_L6_replay_002,3,L6,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,SEEN_EVAL,,v1_replay,V1补齐版本,v1completed_L6_replay_002,v1completed_L6_replay_002,stage4b-seen-L6-0398,608160043,V1补齐版本/generated_v1_assets/L6/v1completed_L6_replay_002,260,120
v1completed_L6_replay_004,3,L6,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,SEEN_EVAL,,v1_replay,V1补齐版本,v1completed_L6_replay_004,v1completed_L6_replay_004,stage4b-seen-L6-0402,608160047,V1补齐版本/generated_v1_assets/L6/v1completed_L6_replay_004,260,120
v1completed_L6_replay_005,3,L6,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,TRAIN,INNER_TRAIN,v1_replay,V1补齐版本,v1completed_L6_replay_005,v1completed_L6_replay_005,stage4b-seen-L6-0403,608160048,V1补齐版本/generated_v1_assets/L6/v1completed_L6_replay_005,260,120
v1completed_L6_replay_006,3,L6,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,TRAIN,INNER_TRAIN,v1_replay,V1补齐版本,v1completed_L6_replay_006,v1completed_L6_replay_006,stage4b-seen-L6-0405,608160050,V1补齐版本/generated_v1_assets/L6/v1completed_L6_replay_006,260,120
v1completed_L6_replay_007,3,L6,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,TRAIN,INNER_TRAIN,v1_replay,V1补齐版本,v1completed_L6_replay_007,v1completed_L6_replay_007,stage4b-seen-L6-0407,608160052,V1补齐版本/generated_v1_assets/L6/v1completed_L6_replay_007,260,120
v1completed_L6_replay_008,3,L6,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,TRAIN,INNER_TRAIN,v1_replay,V1补齐版本,v1completed_L6_replay_008,v1completed_L6_replay_008,stage4b-seen-L6-0408,608160053,V1补齐版本/generated_v1_assets/L6/v1completed_L6_replay_008,260,120
v1completed_L6_replay_009,3,L6,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,TRAIN,INNER_TRAIN,v1_replay,V1补齐版本,v1completed_L6_replay_009,v1completed_L6_replay_009,stage4b-seen-L6-0409,608160054,V1补齐版本/generated_v1_assets/L6/v1completed_L6_replay_009,260,120
v1completed_external_L6_libero10_v2_selected_100,3,L6,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,SEEN_EVAL,,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_100,libero10_task02_rollout012,,202610262,fully_instrumented_libero10_v1/tasks/task_02/rollout_012,260,120
v1completed_external_L6_libero10_v2_selected_101,3,L6,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,0,TRAIN,INNER_TRAIN,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_101,libero10_task02_rollout015,,202610265,fully_instrumented_libero10_v1/tasks/task_02/rollout_015,127,120
v1completed_external_L6_libero10_v2_selected_102,3,L6,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,0,SEEN_EVAL,,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_102,libero10_task02_rollout022,,202610272,fully_instrumented_libero10_v1/tasks/task_02/rollout_022,120,120
v1completed_external_L6_libero10_v2_selected_103,3,L6,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,1,TRAIN,INNER_TRAIN,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_103,libero10_task02_rollout026,,202610276,fully_instrumented_libero10_v1/tasks/task_02/rollout_026,260,120
v1completed_external_L6_libero10_v2_selected_105,3,L6,KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,0,SEEN_EVAL,,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_105,libero10_task02_rollout035,,202610285,fully_instrumented_libero10_v1/tasks/task_02/rollout_035,152,120
